,campaign_id,campaign_name,Submission Date,Description,Campaign Objectives,KPIs,Placement(s),StartDate,EndDate,Serving Location(s),Black/white/audience list included?,Cost Centre,Currency,Buy Rate (CPE),Volume Agreed,Gross Cost/Budget,Agency Fee,Percentage,Flat Fee,Net Cost
77,kp8rgjb,NESTLE_NIDO_2020_12_KSA,10/08/2021 00:47,"**DESIGN SECTION**

Storyboard Stage : 
Previously did 2x storyboards here - https://trello.com/c/DBI2NjwT/858-nestle-maggi-varieties-bouillon-start-date-23-04-2021-040000-under-72hrs-sgp

Discussion Recap : 
Client wants to go with storyboard 2. Can we please input the new set of videos as requested into a build? This needs to go live by 15/08.

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Previously shared first round of assets in the comments of the previous Trello card, another set of videos are here https://flavor-republic.wetransfer.com/downloads/57ccd4be1f7c186ca5af70af5536fd7620210805150412/c24055

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: USD 5,910.84
CPE Rate: USD 0.13
Engagements: 45,468
Country: GCC & UAE
Please see IO for engagement splits by geo

Campaign Period :
15/08/2021 - 01/09/2021

Ad Sizes :
Full-Screen + MPU

Audience Targeting :
Only geotargeting as on IO

Whitelist :
No

Brand Safety :
No

Brand Impact Optimizer :
No","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement
Video Views
Conversion (sales, downloads)","VTR
CTR
Completion Rate
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",15/08/2021,01/09/2021,UAE & GCC,Black/white/audience list will be provided later,SGP,GBP,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
78,2v9h1en,TRP_China Evolution_2021_08_CPC_HK,04/02/2021 01:09,"**DESIGN SECTION**

Storyboard Due Date :
ASAP Launch date at 22/2  

Brand & Product Background :
T. Rowe Price, assets management company, is going to rename its Chinese name. The campaign is focusing the brand awareness

Campaign Objective & Creative Goal :
Brand Awareness 
eCPC 
CPC Cost per Click buy 

Creative Concept Stage :
Adludio to provide concept but they have a storyboard for creative direction for all advertising for your reference 


""Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Always request for campaign assets to avoid double work!""
http://42.200.193.76/sharing/IVRIeYq7z

Reference Links :
No

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
HKD 117,647.06 (GROSS) CPC 9.0 (GROSS) Clicks: 13,072 Hong Kong market 

Campaign Period :
22/2 - 31/3

Ad Sizes :
320x480 + 300x250 

Audience Targeting :
Geo (Historial + Proximity) 
Audience targeting (TBC)

Whitelist :
Yes TBC

Brand Safety :
Negative keywords only TBC 

Brand Impact Optimizer :
No","Brand Awareness
Message Recall
Drive Traffic (to site)",CTR,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",22/02/2021,31/03/2021,Hong Kong,Black/white/audience list will be provided later,HK,HKD,9.0,13072.0,117648.0,Percentage,15.0,Not Available,100000.8
79,4c49ceb,SCHRODERS_AAI_2020_07_HK,15/06/2020 03:35,"**DESIGN SECTION**

Storyboard Stage : 
Creative agency will provides

Discussion Recap : 
Creative agency will provides

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Creative agency will provides

Reference Links :
No

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Special trial HKD 80,000.00 CPL campaign HKD15 CPL 6,275 landings 

Campaign Period :
6/7 - 23/8  7 weeks 

Ad Sizes :
320x480 + 300x250  

Audience Targeting :
Finance Affinity

Whitelist :
Yes 

Brand Safety :
No specific 

Brand Impact Optimizer :
No","Drive Traffic (to site)
Conversion (sales, downloads)",Conversion Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",06/07/2020,23/08/2020,Hong Kong,Black/white/audience list included,HK,HKD,15.0,6275.0,94125.0,Percentage,15.0,Not Available,80006.25
80,wll9i5u,Schroders_GMAT_2021_06_CPL_HK,28/05/2021 06:24,"**DESIGN SECTION**

Storyboard Stage : 
Revising storyboard 

Discussion Recap : 
Layout should be comfirmed but still need to amend the copy 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
TBC

Reference Links :
TBC

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
HKD 80,000.00 CPL buy 6,274 landings Hong Kong only 

Campaign Period :
21/6 - 31/7

Ad Sizes :
320x480 + 300x250 

Audience Targeting :
Interest in Funds & Finance B2B - institutional investors etc. 

Whitelist :
Yes 

Brand Safety :
Not specific 

Brand Impact Optimizer :
No","Drive Traffic (to site)
Conversion (sales, downloads)",Conversion Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",21/06/2021,31/07/2021,Hong Kong,Black/white/audience list will be provided later,HK,HKD,15.0,6274.0,94110.0,Percentage,15.0,Not Available,79993.5
81,nx62tgi,Gucci_Winter_2021_10_CPE_HK,03/10/2021 23:05,"**DESIGN SECTION**

Storyboard Stage : 
Assets will be shared later

Discussion Recap : 
No discussion. Assets will be shared later

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Assets will be shared later 

Reference Links :
No 

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
HKD 335,858.82 (gross) HKD 3.51 Total 105,255 engagements, Hong Kong only
52,627 engagements for 100th Anniversary 
52,627 engagements for Aria

Campaign Period :
100th Anniversary Oct 1 - 31
Aria Nov 1 - 30

Ad Sizes :
320x480 + 300x250 
1 creative version for each phase

Audience Targeting :
Yes

Whitelist :
Yes

Brand Safety :
MOAT

Brand Impact Optimizer :
Total 2, 1 for each phase
And there will be footfall tracking 

*Once completed, just Copy/Paste the above Part 2) in the Description Tab in your JotForm, your brief is ready!","Brand Awareness
Product Awareness
Drive Traffic (to site)","CTR
Conversion Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",06/10/2021,30/11/2021,Hong Kong,"Black/white/audience list included
Black/white/audience list will be provided later",HK,HKD,3.51,95686.0,335857.86,Percentage,15.0,Not Available,285479.18
82,qymwrrd,LAZADA_12.12_SG,30/11/2020 23:48,"**DESIGN SECTION**

Storyboard Stage : 
I have attached both storyboard that were shared with the Lazada team in Singapore. These were created with the final campaign assets.

Discussion Recap : 
The client has provided feedback on storyboards, please see below:

As for the concepts, 'Press' concept is more or less good to go, please see our comments attached.

As for the 'scrub' concept, as we just confirmed a car as part of our 12.12 rewards, would like to use that instead of Lee Min Ho. 
So we will omit the TVC for this concept. How I envision the storyboard: 

Frame 1: Open up with our SKU KV to say something along the line of 'BE REWARDED WITH EVERYTHING YOU LOVE'. Scrub to find out more! 

Frame 2: It reveals KV of the car. Please get image here: https://drive.google.com/drive/folders/1P8FqUV2v8tnGHNbIjIuIBz0LKTJfnQHF?usp=sharing
Are we able to have CTA text appear a little later that says 'Scrub to see more rewards when you shop on 12.12' 
Frame 3: It will reveal more rewards (attached are the logos/product images of the rewards we are giving away) - every consumer is entitled to 2 free gifts when they shop with us (no min. spend required). 
1/ a voucher for a snack (drink/cookie)
2/ a 5% return voucher 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Please see attached.

Reference Links :
https://drive.google.com/drive/folders/1P8FqUV2v8tnGHNbIjIuIBz0LKTJfnQHF?usp=sharing

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: USD 28,500 net (this is booked with Lazada client direct and not via the media agency)

CPE rate: USD 0.37

77,027 engagements + 25% bonus engagement 19,257
Total no of engagement guaranteed: 96,284 

Campaign Period :
The 12.12 campaign is supposed to start on 1st December but the client has been slow at confirming the campaign. I have put the starting date on the IO for Friday 4th December, pending the client signs off the storyboards very quickly.
But let me know if there are any issues.

Ad Sizes :
Full screen and MPU

Audience Targeting :
18-44 years old, shoppers but 70% of this audience must be skewed towards women.

Whitelist :
The client has approved the site list, please see attached.

Brand Safety :
Tags coming later.

Brand Impact Optimizer :
No BIO for this campaign.","Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",04/12/2020,12/12/2020,Singapore,Black/white/audience list included,SGP,USD,0.37,77027.03,28500.0,Flat Fee,Not Avaliable,Not Available,28500.0
83,qcii3dl,Hill's_2021 H2 Korea_2021_09_CPL_HK,03/05/2021 23:13,"**DESIGN SECTION**

Storyboard Stage : 
Sent them a storyboard before to demonstrate the animation and flow. 

Discussion Recap : 
Client has approved the storyboard.

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
https://drive.google.com/drive/folders/1tWggxfN3aSadUfUH-Bfl9S2m3ijYkIUB?usp=sharing

Reference Links :
N/A

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: HKD 120,000
CPL rate: HKD 17
Landings: 8,968 (including 8% bonus landings)
Country: South Korea

Campaign Period :
17 May - 16 Jun 2021

Ad Sizes :
320x480
300x250

Audience Targeting :
Cat and dog lovers or owners in South Korea

Whitelist :
TBC

Brand Safety :
Double Verify

Brand Impact Optimizer :
1, please set the question in Korean","Product Awareness
Drive Traffic (to site)
Audience Engagement",CTR,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",17/05/2021,16/06/2021,South Korea,Black/white/audience list will be provided later,HK,HKD,17.0,8968.0,152456.0,Percentage,15.0,Not Available,129587.6
84,rom7u0x,HSBC_HSBC Life_Family Protector_2020_10_HK,25/09/2020 05:52,"Storyboard Stage : 
Agreed flow with Arnold 

Discussion Recap : 
CPeC buy by using normal banner ad. 
Special deal we will do the 3 versions 

We will animate it according to the reference they shared in order to show every message - with a slideshow / fading effect execution to show each image.

For the CTA button, we will add a bounce effect so as to attract users to click on it and deliver the committed clicks in full. (We won't amend the layout you shared for sure) 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Attached

Reference Links :
Yes

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
HKD 130,000.00 CPeC HKD 3.9 Hong Kong only 

Campaign Period :
Oct 15 – Nov 11

Ad Sizes :
320x480 + 300x250

Audience Targeting :
Yes TBC details 

Whitelist :
Yes 

Brand Safety :
Yes

Brand Impact Optimizer :
No","Drive Traffic (to site)
Conversion (sales, downloads)","CTR
Conversion Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",15/10/2020,11/11/2020,Hong Kong,Black/white/audience list will be provided later,HK,HKD,3.9,39216.0,152942.4,Percentage,15.0,Not Available,130001.04
85,kjnb80f,OREO_Back to School_2020_08_HK,22/07/2020 20:58,"**DESIGN SECTION**

Storyboard Stage : 
Approved by client

Discussion Recap : 
Can proceed to demo build using the storyboard

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Visuals, brand guidelines, tagline

Reference Links :
N/A

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
HKD 120,000.00
CPE rate: HKD 3.90
Engagements: 36,199
Market: HK

Campaign Period :
17 Aug - 13 Sep 2020

Ad Sizes :
320x480
300x250

Audience Targeting :
Female 18-44

Whitelist :
Agency will send us the whitelist later

Brand Safety :
Agency will send us the DV tags later

Brand Impact Optimizer :
No","Brand Awareness
Product Awareness
Sentiment / Favourability
Consideration / Purchase Intent
Audience Engagement","CTR
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",17/08/2020,13/09/2020,HK,Black/white/audience list will be provided later,HK,HKD,3.9,36199.0,141176.1,Percentage,15.0,Not Available,119999.68
86,kfbwjup,Winamax FR,09/09/2019 08:36,"Winamax campaign is based on catchy taglines. Creative work suggest ""vandalims"" and ""rebellion"" with tagged slogans candidly adressing the betting on football games.

We must suggest an interaction (press and hold or scrub) that let the user believe he/she sprayed the words her/himslef.

Assets inclide the raw formats, let us know if PSD are needed.

We liaise with teh creative agency DDDB for anything realted to assets.

We need full screen for impact and MPU for delivery

The campaign lasts until the end of the year. There are 8 different creatives. We need to focus on 2 creatives per months.

For validation, we ""only"" need work done for one of the creative. The other experiences will be built on this ground.



https://slingshot-eu.factory.tools/link/ZxAlom4aKRB2Uo1Vb5Ntb4",Product Awareness,CTR,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",13/09/2019,31/12/2019,FRANCE,Black/white/audience list will be provided later,FR,EUR,Not Avaliable,Not Avaliable,98000.0,Percentage,0.0,Not Available,98000.0
87,uk3nc14,Fox 9-1-1 S4 Premiere | Sensory Video | CPE,19/12/2019 17:38,"Hey @alicia below are the details for the upcoming FOX 9-1-1 Lonestar Campaign. Please let me know if you have any questions. 

**CAMPAIGN SETUP:**
 - GDrive [https://drive.google.com/drive/folders/1Swufi5yEspANwd0LbBcAu_h0IqLKaxtT?usp=sharing] here to campaign materials.
- Flight Dates: 1/13/20 - 1/20/20
- Budget: $71,662
  - Even Flight
- Pricing: $0.30
- Pricing Breakdown: CPE
- Added Value: 15%

**TARGETING:**

- Geo: US National
- Geo-Fence: N/A
- Environment: Mobile Web / Mobile App
- Device: OS: Smartphone, Tablet / Android 
- Tactic: Tune-in
- Operating Platform: OS/Android
- Whitelist / Blacklist: Expandable Whitelist included in campaign materials.
- Audience: 
  - Primary: W25-54
  - Secondary: M25-54 (opportunity for co-viewing)
- Proposed Segments: Find updated segments here [https://drive.google.com/file/d/1Bp5nNNgmo0PtrkD-pcFC5YGU8q-h91j4/view?usp=sharing]
- Frequency: N/A
- Retargeting / Prospecting: N  
- CRM data?: N
- PMP?: N


**BIO SURVEY:**

- BIO (Y/N): N
  - Metric:
  - Question:
  - Launch Date:
- [BIO Survey Link](  )

** CREATIVE:**

- Format: 320x480, 300x250
- Placements: Sensory Video Unit
- Creative ETA: 01.06.20
- Creative Builds: Tornado Unit to be built
  - [Full Screen]( ): Y
  - [MPU](  ): Y

**PERFORMANCE:**

- Goal: Ad Engagements (tune-in awareness)
- Secondary: ?
- Viewability (Y/N): 
- Brand Safety (Y/N): 

**REPORTING / TRACKING**

- Ad Server: DoubleClick
- Brand Safety / Viewability: 
- Billing off of: 3rd party
- Reporting Access: ?
- Reporting Cadence: ?
- Template: Adludio / client?: ?
- Breakdown for weekly: ?
- Breakdown for PCA: ?
- Custom Requirements (Y/N): ?

**ACTION ITEMS**

- Will provide creative once ready on 1.06.20.
- BRAND to set up reporting / provide access by 1.06.20
- BRAND to send tracking tags by N/A",Brand Awareness,Engagement Rate,320x480 (Fullscreen mobile / interstitial),13/01/2020,20/12/2019,US,Black/white/audience list included,USA,USD,0.3,0.0,0.0,Percentage,15.0,Not Available,0.0
88,12dc55z,Fox 9-1-1 S4 Premiere | Sensory Video | AV,19/12/2019 17:38,"Hey @alicia below are the details for the upcoming FOX 9-1-1 Lonestar Campaign. Please let me know if you have any questions. 

**CAMPAIGN SETUP:**
 - GDrive [https://drive.google.com/drive/folders/1Swufi5yEspANwd0LbBcAu_h0IqLKaxtT?usp=sharing] here to campaign materials.
- Flight Dates: 1/13/20 - 1/20/20
- Budget: $71,662
  - Even Flight
- Pricing: $0.30
- Pricing Breakdown: CPE
- Added Value: 15%

**TARGETING:**

- Geo: US National
- Geo-Fence: N/A
- Environment: Mobile Web / Mobile App
- Device: OS: Smartphone, Tablet / Android 
- Tactic: Tune-in
- Operating Platform: OS/Android
- Whitelist / Blacklist: Expandable Whitelist included in campaign materials.
- Audience: 
  - Primary: W25-54
  - Secondary: M25-54 (opportunity for co-viewing)
- Proposed Segments: Find updated segments here [https://drive.google.com/file/d/1Bp5nNNgmo0PtrkD-pcFC5YGU8q-h91j4/view?usp=sharing]
- Frequency: N/A
- Retargeting / Prospecting: N  
- CRM data?: N
- PMP?: N


**BIO SURVEY:**

- BIO (Y/N): N
  - Metric:
  - Question:
  - Launch Date:
- [BIO Survey Link](  )

** CREATIVE:**

- Format: 320x480, 300x250
- Placements: Sensory Video Unit
- Creative ETA: 01.06.20
- Creative Builds: Tornado Unit to be built
  - [Full Screen]( ): Y
  - [MPU](  ): Y

**PERFORMANCE:**

- Goal: Ad Engagements (tune-in awareness)
- Secondary: ?
- Viewability (Y/N): 
- Brand Safety (Y/N): 

**REPORTING / TRACKING**

- Ad Server: DoubleClick
- Brand Safety / Viewability: 
- Billing off of: 3rd party
- Reporting Access: ?
- Reporting Cadence: ?
- Template: Adludio / client?: ?
- Breakdown for weekly: ?
- Breakdown for PCA: ?
- Custom Requirements (Y/N): ?

**ACTION ITEMS**

- Will provide creative once ready on 1.06.20.
- BRAND to set up reporting / provide access by 1.06.20
- BRAND to send tracking tags by N/A",Brand Awareness,Engagement Rate,320x480 (Fullscreen mobile / interstitial),13/01/2020,20/12/2019,US,Black/white/audience list included,USA,USD,0.3,0.0,0.0,Percentage,15.0,Not Available,0.0
89,ff8lu6e,Lincoln Aviator | AV,12/12/2019 12:08,TBD,Brand Awareness,Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",01/01/2020,30/06/2020,US,Black/white/audience list will be provided later,USA,USD,Not Avaliable,Not Avaliable,150000.0,Not Avaliable,Not Avaliable,Not Available,Not Avaliable
90,9xhmp81,Lincoln Aviator | Scrub C1 | CPM,12/12/2019 12:08,TBD,Brand Awareness,Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",01/01/2020,30/06/2020,US,Black/white/audience list will be provided later,USA,USD,Not Avaliable,Not Avaliable,150000.0,Not Avaliable,Not Avaliable,Not Available,Not Avaliable
91,zwgnbfr,Lincoln Aviator | Tap C2 | CPM,12/12/2019 12:08,TBD,Brand Awareness,Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",01/01/2020,30/06/2020,US,Black/white/audience list will be provided later,USA,USD,Not Avaliable,Not Avaliable,150000.0,Not Avaliable,Not Avaliable,Not Available,Not Avaliable
92,fmkh5bv,TNF | HYE | CPE | 2021-07 | IT,12/07/2021 10:09,"Hi team, 

We've received a booking for The North Face for their Have You Ever campaign. We had the creative KO call last week (Tommy attended). 

The focus for this is the apparel line, if we could produce x2 storyboard ideas, At this link you can find all the assets (let me know as soon as you can what open files you need) and here a couple points: https://vfc.sharepoint.com/:f:/s/tnfmrkassets/EhZYuS2ddV5LvGNG8QWGYIABu5fEJwW6DQbu4zrIKk9jaw?e=ZrEV6Q

 
Ignore the anthem folder, we will activate Adludio only in the three collection moments: trail run, train, hike. The assets of each collection need to be used separately from the other collections.
In the messaging folder you have copy and translations",Product Awareness,Engagement Rate,320x480 (Fullscreen mobile / interstitial),26/07/2021,31/08/2021,"UK, FR, DE, IT","No black/white/audience list for this campaign
Black/white/audience list will be provided later",UK,EUR,0.3,177423.33,53227.0,Percentage,15.0,Not Available,45242.95
93,zgw528x,TNF | HYE | CPE | 2021-07 | FR,12/07/2021 10:09,"Hi team, 

We've received a booking for The North Face for their Have You Ever campaign. We had the creative KO call last week (Tommy attended). 

The focus for this is the apparel line, if we could produce x2 storyboard ideas, At this link you can find all the assets (let me know as soon as you can what open files you need) and here a couple points: https://vfc.sharepoint.com/:f:/s/tnfmrkassets/EhZYuS2ddV5LvGNG8QWGYIABu5fEJwW6DQbu4zrIKk9jaw?e=ZrEV6Q

 
Ignore the anthem folder, we will activate Adludio only in the three collection moments: trail run, train, hike. The assets of each collection need to be used separately from the other collections.
In the messaging folder you have copy and translations",Product Awareness,Engagement Rate,320x480 (Fullscreen mobile / interstitial),26/07/2021,31/08/2021,"UK, FR, DE, IT","No black/white/audience list for this campaign
Black/white/audience list will be provided later",UK,EUR,0.3,177423.33,53227.0,Percentage,15.0,Not Available,45242.95
94,j6hn3gl,TNF | HYE | CPE | 2021-07 | DE,12/07/2021 10:09,"Hi team, 

We've received a booking for The North Face for their Have You Ever campaign. We had the creative KO call last week (Tommy attended). 

The focus for this is the apparel line, if we could produce x2 storyboard ideas, At this link you can find all the assets (let me know as soon as you can what open files you need) and here a couple points: https://vfc.sharepoint.com/:f:/s/tnfmrkassets/EhZYuS2ddV5LvGNG8QWGYIABu5fEJwW6DQbu4zrIKk9jaw?e=ZrEV6Q

 
Ignore the anthem folder, we will activate Adludio only in the three collection moments: trail run, train, hike. The assets of each collection need to be used separately from the other collections.
In the messaging folder you have copy and translations",Product Awareness,Engagement Rate,320x480 (Fullscreen mobile / interstitial),26/07/2021,31/08/2021,"UK, FR, DE, IT","No black/white/audience list for this campaign
Black/white/audience list will be provided later",UK,EUR,0.3,177423.33,53227.0,Percentage,15.0,Not Available,45242.95
95,ziaspzh,TNF | HYE | CPE | 2021-07 | UK,12/07/2021 10:09,"Hi team, 

We've received a booking for The North Face for their Have You Ever campaign. We had the creative KO call last week (Tommy attended). 

The focus for this is the apparel line, if we could produce x2 storyboard ideas, At this link you can find all the assets (let me know as soon as you can what open files you need) and here a couple points: https://vfc.sharepoint.com/:f:/s/tnfmrkassets/EhZYuS2ddV5LvGNG8QWGYIABu5fEJwW6DQbu4zrIKk9jaw?e=ZrEV6Q

 
Ignore the anthem folder, we will activate Adludio only in the three collection moments: trail run, train, hike. The assets of each collection need to be used separately from the other collections.
In the messaging folder you have copy and translations",Product Awareness,Engagement Rate,320x480 (Fullscreen mobile / interstitial),26/07/2021,31/08/2021,"UK, FR, DE, IT","No black/white/audience list for this campaign
Black/white/audience list will be provided later",UK,EUR,0.3,177423.33,53227.0,Percentage,15.0,Not Available,45242.95
96,bwtaolq,Jaguar_Nameplate Refresh_2021_SG,04/08/2021 10:22,"Storyboard Stage : 
2 Storyboards sent for FPace&Epace and for FType. 

Discussion Recap : 
They would like to proceed with 360 concept for both cars. Still awaiting on assets. 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Pending. 

Reference Links :
https://www.jaguar.com.sg/
---

**CAMPAIGN SECTION**

Budget: SGD 45,000

Campaign Period : 23 Aug 2021 - 19 Sep 2021

Ad Sizes: Full-Screen 320x480 & MPU 300x250

Audience Targeting :
Targeting [SG] - 1. Luxury Car Aspirers 2. Re-purchase Collectors 3. Mid-Funnel Car Considerers 4. Re Purchasers Family Buyers
Targeting [HK] - 1. Mid Funnel Considerers 2. Repurchase Collectors 3. Repurchase Family Buyers

*They have also mentioned to track the targeted audiences separately.

Whitelist :
N/A

Brand Safety :
N/A

Brand Impact Optimizer :
Yes 2x","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",23/08/2021,19/09/2021,Singapore & HK,No black/white/audience list for this campaign,SGP,SGD,0.37,164547.0,60882.39,Percentage,15.0,Not Available,51750.03
97,zqx8gzt,Timberland | Greenstrides | IT | FS & MPU | mweb,05/10/2021 08:35,"Hi team, 

Had a booking for Timberland, for their Greenstrides campaign. 


Media Objective:
Generate reach through impactful and scalable digital channels​
Deliver brand and product consideration through engagement and driving traffic to website and retail stores - and voting platform​
 

 Audience; Adventurous Doer
(Reach GenZ audience in contextual and vertical specific context​. Encourage engagement with interactive and innovative formats​)

 Activity phasing and KPI; it’s the Reinforce phase, engagement (any interaction with the ads)","Brand Awareness
Product Awareness",Engagement Rate,320x480 (Fullscreen mobile / interstitial),14/10/2021,15/11/2021,"UK, FR, DE, IT",Black/white/audience list will be provided later,INTL,GBP,0.3,325166.67,97550.0,Percentage,15.0,Not Available,82917.5
98,6hd5fvd,TIGER_CRYSTAL INNER FIRE_10_2021_SG,14/09/2021 01:41,"Storyboard Stage : 
Storyboard sent.

Discussion Recap : 
We received new assets to work with. 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Please find in the below link the KV working files - you will find both emotive and functional files that you can use for your assets.

https://drive.google.com/drive/folders/1UUOEfF8cLmFDYPJ-6w1lSoYls5c0eCzb?usp=sharing


Reference Links :
https://www.tigerbeer.com/sg/en/agegate?returnUrl=https%3A%2F%2Fwww.tigerbeer.com%2Fsg%2Fen%2Fhomepage
---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: SGD 20,000
Currency: SGD 
CPE Rate: SGD 0.49
Engagements: 51,861
Country: SG

Campaign Period :
4 Oct - 14 Nov

Ad Sizes :
 Full Screen + MPU

Audience Targeting :
M/F18-44&Beer Drinkers, Please also report a Male/Female Split in reporting! 

Whitelist :
N/A

Brand Safety :
Applied.

Brand Impact Optimizer :
1x","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",04/10/2021,14/11/2021,Singapore,No black/white/audience list for this campaign,SGP,SGD,0.49,51861.0,25411.89,Percentage,15.0,Not Available,21600.11
99,5udv61c,Capital Group_Co-brand_2021_10_CPC_HK,07/09/2021 23:33,"**DESIGN SECTION**

Storyboard Due Date :
Waiting for the update assets 

Brand & Product Background : 
Capital Group is going to do a co-brand campaign with DBS bank for promotion 

Campaign Objective & Creative Goal :
Drive traffic to website 

Creative Concept Stage :
Two creatives - only different end frames - one is landing to Capital Group and one is landing to Capital Group & DBS (Multiple landings)


""Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Always request for campaign assets to avoid double work!""
Coming

Reference Links :
No

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
HKD 90,000.00 HKD 9.0 CPC 11,765 clicks Hong Kong only 

Campaign Period :
18/10/2021 - 21/11/2021

Ad Sizes :
320x480 + 300x250 

Audience Targeting :
interest in Finance and investments 
Location targetin: DBS head office + DBS branches 

Whitelist :
Yes

Brand Safety :
No 

Brand Impact Optimizer :
No","Brand Awareness
Product Awareness",CTR,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",18/10/2021,21/11/2021,Hong Kong,"Black/white/audience list included
Black/white/audience list will be provided later",HK,HKD,9.0,11764.7,105882.3,Percentage,15.0,Not Available,89999.96
100,z8yohnz,"Showtime Dexter | Sensory Video | CPE | Sho Loyalist, Comp, Interest",06/10/2021 09:20,"CPE, CPC, CPM","Brand Awareness
Audience Engagement
Conversion (sales, downloads)","VTR
CTR
Conversion Rate
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",25/10/2021,31/12/2021,Mobile/Desktop,No black/white/audience list for this campaign,USA,USD,0.35,71429.0,25000.15,Flat Fee,Not Avaliable,Not Available,25000.15
